# suspect_age,victim_age,suspect_sex,victim_sex,crime_law,day_of_month,month,precinct
<18,<18,F,F,MISDEMEANOR,23,3,20
25-44,18-24,M,F,MISDEMEANOR,26,3,32
18-24,25-44,M,M,VIOLATION,27,3,18
25-44,25-44,F,F,MISDEMEANOR,23,3,23
25-44,25-44,M,M,MISDEMEANOR,28,3,19
45-64,45-64,F,F,VIOLATION,29,3,9
25-44,25-44,M,M,VIOLATION,22,3,23
45-64,25-44,F,F,VIOLATION,25,3,23
25-44,45-64,M,F,VIOLATION,31,3,24
65+,25-44,M,F,VIOLATION,31,3,14
25-44,25-44,M,F,FELONY,22,3,34
25-44,18-24,M,M,MISDEMEANOR,24,3,24
18-24,25-44,M,F,MISDEMEANOR,31,3,32
25-44,18-24,M,M,VIOLATION,27,3,18
25-44,18-24,M,M,FELONY,29,3,14
25-44,<18,M,M,VIOLATION,28,3,24
25-44,25-44,M,F,MISDEMEANOR,25,3,14
<18,25-44,M,F,MISDEMEANOR,26,3,25
18-24,45-64,M,M,VIOLATION,22,3,6
25-44,65+,M,F,MISDEMEANOR,29,3,23
25-44,45-64,M,F,VIOLATION,29,3,10
18-24,18-24,M,F,VIOLATION,25,3,18
45-64,45-64,M,F,VIOLATION,23,3,9
45-64,25-44,M,F,MISDEMEANOR,25,3,32
45-64,<18,M,M,MISDEMEANOR,25,3,24
25-44,18-24,M,M,MISDEMEANOR,26,3,1
25-44,25-44,F,F,MISDEMEANOR,1,5,32
18-24,25-44,M,F,FELONY,23,3,26
45-64,25-44,M,M,MISDEMEANOR,27,3,26
45-64,25-44,M,M,MISDEMEANOR,31,3,5
25-44,<18,F,M,FELONY,26,3,25
25-44,25-44,F,F,VIOLATION,23,3,19
25-44,25-44,M,M,FELONY,24,3,32
18-24,18-24,M,F,MISDEMEANOR,26,3,23
<18,<18,M,M,FELONY,22,3,20
18-24,25-44,F,M,FELONY,23,3,14
25-44,25-44,M,F,MISDEMEANOR,28,3,9
45-64,45-64,F,F,VIOLATION,31,3,30
<18,25-44,M,M,MISDEMEANOR,23,3,30
25-44,<18,F,M,MISDEMEANOR,31,3,20
25-44,18-24,M,F,MISDEMEANOR,25,3,30
25-44,25-44,M,F,MISDEMEANOR,28,3,32
18-24,25-44,F,F,FELONY,27,3,14
45-64,45-64,F,M,VIOLATION,24,3,24
45-64,45-64,M,F,FELONY,28,3,25
<18,<18,F,F,FELONY,25,3,32
25-44,45-64,M,M,FELONY,27,3,33
25-44,45-64,M,M,VIOLATION,29,3,1
25-44,65+,F,F,VIOLATION,26,3,32
25-44,18-24,M,F,VIOLATION,27,3,33
25-44,25-44,M,F,MISDEMEANOR,22,3,30
25-44,25-44,M,F,MISDEMEANOR,23,3,23
18-24,45-64,F,F,MISDEMEANOR,22,3,18
25-44,25-44,M,M,FELONY,27,3,10
25-44,45-64,M,M,VIOLATION,29,3,18
25-44,<18,F,F,MISDEMEANOR,29,3,32
25-44,18-24,M,F,FELONY,29,3,25
25-44,25-44,M,M,MISDEMEANOR,25,3,14
25-44,25-44,M,F,MISDEMEANOR,25,3,25
25-44,25-44,M,M,VIOLATION,17,12,10
25-44,45-64,M,M,VIOLATION,23,3,28
45-64,45-64,M,M,VIOLATION,23,3,14
18-24,25-44,F,F,MISDEMEANOR,29,3,24
65+,25-44,F,F,VIOLATION,26,3,32
25-44,25-44,M,M,MISDEMEANOR,22,3,14
45-64,45-64,F,F,VIOLATION,21,3,19
25-44,25-44,M,F,VIOLATION,10,3,19
<18,<18,M,M,FELONY,30,3,9
45-64,45-64,M,F,VIOLATION,31,3,24
25-44,25-44,F,F,VIOLATION,24,3,6
25-44,25-44,M,F,VIOLATION,27,3,18
25-44,25-44,M,F,FELONY,21,3,5
25-44,25-44,F,M,FELONY,24,3,13
18-24,18-24,M,F,FELONY,22,3,23
25-44,45-64,M,M,FELONY,26,3,33
25-44,65+,F,M,FELONY,29,3,33
25-44,25-44,M,M,MISDEMEANOR,23,3,10
45-64,25-44,M,F,VIOLATION,21,3,18
18-24,18-24,F,M,MISDEMEANOR,21,3,1
25-44,25-44,F,M,MISDEMEANOR,27,3,34
25-44,25-44,M,M,FELONY,26,3,14
25-44,25-44,F,M,VIOLATION,28,3,25
18-24,18-24,M,F,MISDEMEANOR,22,3,33
25-44,<18,M,F,FELONY,24,3,6
25-44,25-44,M,F,VIOLATION,22,3,23
45-64,45-64,M,F,MISDEMEANOR,20,11,30
45-64,45-64,F,M,VIOLATION,31,3,24
18-24,25-44,M,M,FELONY,26,3,1
25-44,25-44,M,M,FELONY,27,3,33
18-24,25-44,F,F,FELONY,24,3,23
18-24,25-44,M,M,MISDEMEANOR,31,3,10
25-44,25-44,M,M,MISDEMEANOR,23,3,33
45-64,45-64,M,F,MISDEMEANOR,25,3,14
45-64,25-44,M,F,MISDEMEANOR,23,3,23
65+,45-64,M,F,MISDEMEANOR,29,3,1
45-64,25-44,M,M,MISDEMEANOR,27,3,18
45-64,45-64,M,M,FELONY,29,3,28
25-44,65+,M,M,MISDEMEANOR,15,3,23
25-44,25-44,F,F,MISDEMEANOR,14,3,30
<18,25-44,M,M,MISDEMEANOR,12,3,23
25-44,25-44,M,F,FELONY,6,3,20
45-64,25-44,M,F,VIOLATION,12,3,18
18-24,25-44,M,F,MISDEMEANOR,20,3,1
45-64,25-44,M,F,VIOLATION,21,3,9
25-44,18-24,M,F,MISDEMEANOR,12,3,26
25-44,45-64,M,M,VIOLATION,14,3,14
25-44,45-64,M,F,MISDEMEANOR,20,3,24
25-44,45-64,M,M,VIOLATION,17,3,24
25-44,25-44,F,F,FELONY,15,3,30
25-44,25-44,F,F,VIOLATION,13,3,34
25-44,25-44,M,F,MISDEMEANOR,20,3,7
25-44,45-64,F,M,FELONY,17,3,14
25-44,65+,M,F,FELONY,21,3,10
18-24,45-64,M,M,MISDEMEANOR,13,3,13
25-44,65+,M,M,FELONY,15,3,6
25-44,25-44,M,F,VIOLATION,18,3,20
25-44,45-64,F,F,VIOLATION,15,3,7
25-44,45-64,M,F,FELONY,19,3,24
25-44,25-44,M,F,MISDEMEANOR,18,3,1
25-44,25-44,F,F,MISDEMEANOR,21,3,33
25-44,25-44,M,F,MISDEMEANOR,2,12,5
65+,45-64,M,F,VIOLATION,16,3,23
25-44,45-64,M,F,MISDEMEANOR,14,3,23
45-64,45-64,M,F,MISDEMEANOR,15,3,25
25-44,25-44,M,F,MISDEMEANOR,20,3,5
18-24,25-44,M,M,FELONY,13,3,13
25-44,25-44,M,F,VIOLATION,20,3,23
18-24,18-24,F,F,MISDEMEANOR,19,3,24
<18,<18,F,F,VIOLATION,18,3,33
25-44,18-24,M,F,VIOLATION,19,3,24
25-44,45-64,F,F,VIOLATION,16,3,32
45-64,45-64,M,F,MISDEMEANOR,20,3,34
45-64,25-44,M,F,VIOLATION,19,3,13
45-64,<18,M,F,VIOLATION,21,3,32
<18,25-44,F,F,MISDEMEANOR,19,3,10
45-64,25-44,M,M,MISDEMEANOR,12,3,30
25-44,25-44,M,F,FELONY,15,3,14
<18,18-24,M,M,MISDEMEANOR,12,3,13
25-44,45-64,M,F,FELONY,16,3,10
18-24,18-24,M,F,MISDEMEANOR,12,3,34
25-44,25-44,M,F,VIOLATION,12,3,7
18-24,25-44,F,M,FELONY,15,3,6
25-44,25-44,M,F,MISDEMEANOR,16,3,32
25-44,25-44,M,M,FELONY,19,3,28
25-44,65+,F,F,FELONY,17,3,33
45-64,25-44,M,F,FELONY,21,3,28
25-44,65+,M,F,VIOLATION,19,3,24
45-64,<18,F,F,MISDEMEANOR,19,3,9
25-44,25-44,F,F,MISDEMEANOR,15,3,23
25-44,25-44,M,M,MISDEMEANOR,20,3,18
25-44,25-44,M,M,MISDEMEANOR,19,3,32
18-24,45-64,F,M,VIOLATION,16,3,23
25-44,18-24,M,F,MISDEMEANOR,21,3,7
25-44,25-44,M,M,VIOLATION,15,3,19
25-44,<18,M,F,MISDEMEANOR,12,3,32
25-44,25-44,M,M,MISDEMEANOR,17,3,20
45-64,45-64,M,M,VIOLATION,17,3,7
25-44,45-64,M,M,VIOLATION,20,3,22
25-44,25-44,M,M,VIOLATION,11,3,14
25-44,25-44,M,M,FELONY,13,3,1
25-44,45-64,M,F,VIOLATION,14,3,13
25-44,25-44,M,M,VIOLATION,14,3,24
25-44,25-44,M,F,MISDEMEANOR,28,2,9
18-24,25-44,F,M,FELONY,20,3,32
45-64,65+,M,M,VIOLATION,21,3,25
25-44,25-44,M,M,VIOLATION,20,3,18
25-44,25-44,M,F,VIOLATION,13,3,17
25-44,25-44,M,M,FELONY,20,3,25
18-24,25-44,M,M,MISDEMEANOR,13,3,7
45-64,45-64,M,M,MISDEMEANOR,25,1,19
25-44,25-44,M,F,FELONY,27,2,23
25-44,25-44,M,F,MISDEMEANOR,16,3,9
25-44,65+,M,F,VIOLATION,11,3,13
18-24,45-64,M,F,VIOLATION,14,3,9
45-64,25-44,M,M,VIOLATION,14,3,28
25-44,25-44,M,M,FELONY,21,3,17
25-44,18-24,M,F,FELONY,14,2,18
65+,45-64,M,F,VIOLATION,16,3,19
45-64,25-44,M,M,FELONY,12,3,30
25-44,45-64,M,M,MISDEMEANOR,14,3,32
45-64,25-44,M,M,MISDEMEANOR,12,3,24
25-44,18-24,M,M,VIOLATION,12,3,13
45-64,45-64,M,M,MISDEMEANOR,18,3,14
18-24,25-44,M,F,FELONY,18,3,34
45-64,45-64,M,F,VIOLATION,19,7,19
25-44,<18,M,M,MISDEMEANOR,15,3,13
25-44,25-44,M,F,MISDEMEANOR,18,3,23
25-44,45-64,M,M,VIOLATION,14,3,23
25-44,45-64,M,F,MISDEMEANOR,18,3,24
25-44,25-44,F,F,MISDEMEANOR,15,3,23
<18,45-64,F,F,FELONY,19,3,9
25-44,18-24,M,F,FELONY,14,3,30
25-44,25-44,M,F,VIOLATION,7,3,28
45-64,18-24,M,F,MISDEMEANOR,16,3,13
45-64,45-64,M,M,MISDEMEANOR,12,3,25
45-64,25-44,M,F,MISDEMEANOR,21,3,30
25-44,25-44,F,M,VIOLATION,14,3,33
25-44,25-44,F,F,MISDEMEANOR,18,3,20
25-44,25-44,M,M,FELONY,27,2,18
18-24,18-24,F,F,MISDEMEANOR,18,3,32
18-24,25-44,M,F,MISDEMEANOR,14,3,9
18-24,45-64,M,M,VIOLATION,13,3,34
25-44,25-44,M,M,VIOLATION,21,3,18
25-44,25-44,M,M,VIOLATION,20,3,18
45-64,25-44,M,F,MISDEMEANOR,19,3,18
25-44,45-64,M,M,MISDEMEANOR,18,3,25
25-44,25-44,F,M,VIOLATION,17,3,23
25-44,18-24,M,M,FELONY,19,3,23
25-44,25-44,M,M,VIOLATION,15,3,32
45-64,45-64,M,F,MISDEMEANOR,19,3,20
25-44,18-24,M,F,MISDEMEANOR,12,3,18
<18,<18,M,F,MISDEMEANOR,21,3,25
65+,18-24,M,M,VIOLATION,13,3,10
45-64,25-44,M,M,VIOLATION,19,3,1
25-44,25-44,M,F,MISDEMEANOR,15,3,32
45-64,25-44,M,F,VIOLATION,19,3,17
18-24,25-44,M,M,FELONY,18,3,14
45-64,45-64,M,F,VIOLATION,16,3,32
25-44,25-44,M,F,VIOLATION,19,3,28
18-24,45-64,F,M,MISDEMEANOR,14,3,33
25-44,25-44,M,F,FELONY,14,3,23
25-44,45-64,M,M,VIOLATION,15,3,18
18-24,25-44,M,M,FELONY,20,3,9
25-44,25-44,M,F,FELONY,15,3,30
25-44,45-64,F,F,MISDEMEANOR,20,3,5
25-44,25-44,M,F,FELONY,19,3,1
25-44,25-44,M,F,MISDEMEANOR,16,1,32
25-44,45-64,M,F,FELONY,13,3,1
25-44,25-44,M,F,MISDEMEANOR,19,3,20
25-44,25-44,M,F,MISDEMEANOR,21,3,25
45-64,45-64,M,F,VIOLATION,13,3,23
25-44,25-44,M,F,MISDEMEANOR,20,3,25
25-44,45-64,M,M,FELONY,16,3,33
25-44,45-64,M,M,FELONY,16,3,28
25-44,25-44,M,M,MISDEMEANOR,11,3,13
25-44,25-44,M,M,MISDEMEANOR,14,3,14
45-64,45-64,F,F,VIOLATION,16,3,9
25-44,25-44,F,M,VIOLATION,12,3,17
18-24,25-44,M,M,FELONY,12,3,6
18-24,18-24,M,F,FELONY,21,3,32
25-44,25-44,M,M,MISDEMEANOR,14,3,32
25-44,25-44,M,M,MISDEMEANOR,14,3,32
25-44,18-24,M,F,MISDEMEANOR,12,3,20
18-24,18-24,M,F,MISDEMEANOR,16,2,9
<18,45-64,M,M,FELONY,13,3,23
45-64,25-44,M,F,MISDEMEANOR,21,3,10
45-64,45-64,M,F,MISDEMEANOR,9,12,1
25-44,45-64,M,M,MISDEMEANOR,16,3,30
25-44,25-44,F,F,MISDEMEANOR,17,3,34
18-24,45-64,M,F,MISDEMEANOR,13,3,32
25-44,25-44,M,F,MISDEMEANOR,14,3,10
25-44,25-44,M,F,MISDEMEANOR,20,3,33
18-24,25-44,M,F,MISDEMEANOR,17,3,30
25-44,25-44,M,M,MISDEMEANOR,12,3,17
18-24,25-44,M,M,MISDEMEANOR,19,3,23
<18,25-44,M,F,VIOLATION,13,3,30
25-44,45-64,M,M,VIOLATION,15,3,18
25-44,25-44,M,F,FELONY,16,3,32
45-64,45-64,M,M,MISDEMEANOR,17,3,20
25-44,25-44,M,M,FELONY,20,3,6
45-64,25-44,F,F,VIOLATION,18,3,19
45-64,45-64,M,F,MISDEMEANOR,20,3,23
45-64,45-64,M,M,VIOLATION,14,3,1
25-44,25-44,M,M,VIOLATION,14,3,20
25-44,25-44,M,F,MISDEMEANOR,13,3,19
25-44,45-64,M,M,MISDEMEANOR,19,3,19
45-64,25-44,F,M,FELONY,19,3,7
25-44,25-44,M,F,MISDEMEANOR,16,3,18
25-44,25-44,F,F,VIOLATION,11,3,23
25-44,65+,M,F,MISDEMEANOR,13,3,34
25-44,25-44,M,M,FELONY,12,3,14
45-64,25-44,M,M,VIOLATION,12,3,17
18-24,18-24,F,M,MISDEMEANOR,16,3,30
18-24,25-44,M,M,FELONY,21,3,5
25-44,18-24,M,F,FELONY,12,3,34
25-44,25-44,F,F,MISDEMEANOR,15,3,30
45-64,25-44,M,M,MISDEMEANOR,13,3,30
25-44,25-44,M,F,VIOLATION,19,3,19
45-64,45-64,M,F,VIOLATION,15,3,32
45-64,25-44,M,F,MISDEMEANOR,20,3,34
45-64,45-64,F,F,MISDEMEANOR,16,3,24
25-44,25-44,M,F,VIOLATION,16,3,23
45-64,45-64,M,M,MISDEMEANOR,16,3,25
25-44,25-44,M,F,MISDEMEANOR,13,3,32
18-24,45-64,M,F,FELONY,20,3,32
18-24,25-44,M,M,MISDEMEANOR,12,3,9
45-64,25-44,M,F,VIOLATION,20,3,19
25-44,25-44,M,F,FELONY,21,3,13
25-44,25-44,M,F,VIOLATION,21,3,23
18-24,18-24,M,F,MISDEMEANOR,18,3,5
25-44,25-44,M,M,FELONY,18,3,32
25-44,25-44,M,M,MISDEMEANOR,12,3,22
25-44,45-64,F,M,MISDEMEANOR,10,3,33
25-44,25-44,F,M,VIOLATION,21,3,28
45-64,25-44,M,F,MISDEMEANOR,12,3,34
25-44,25-44,M,F,VIOLATION,14,3,7
25-44,25-44,M,F,MISDEMEANOR,12,3,24
45-64,45-64,M,F,MISDEMEANOR,18,3,23
45-64,18-24,F,F,MISDEMEANOR,21,3,14
45-64,45-64,M,F,MISDEMEANOR,8,3,5
25-44,25-44,M,M,FELONY,18,3,26
18-24,18-24,M,M,MISDEMEANOR,13,3,26
25-44,25-44,M,F,VIOLATION,15,3,25
25-44,25-44,M,M,MISDEMEANOR,16,3,1
18-24,25-44,M,F,MISDEMEANOR,17,3,19
18-24,45-64,F,M,MISDEMEANOR,19,3,25
25-44,25-44,M,F,MISDEMEANOR,15,3,10
25-44,18-24,F,F,FELONY,10,3,34
18-24,18-24,M,F,FELONY,16,3,9
25-44,25-44,F,M,MISDEMEANOR,20,3,5
45-64,25-44,M,M,MISDEMEANOR,15,3,33
25-44,45-64,M,M,MISDEMEANOR,13,3,19
25-44,25-44,M,M,MISDEMEANOR,14,3,1
25-44,25-44,M,F,MISDEMEANOR,4,3,32
45-64,45-64,M,F,MISDEMEANOR,20,3,34
25-44,45-64,M,F,VIOLATION,1,3,1
25-44,18-24,F,F,FELONY,20,3,7
<18,25-44,M,F,FELONY,11,3,24
18-24,18-24,F,F,VIOLATION,16,3,30
25-44,25-44,M,F,MISDEMEANOR,17,3,28
18-24,18-24,F,F,MISDEMEANOR,18,3,32
25-44,25-44,M,F,MISDEMEANOR,12,3,28
45-64,25-44,M,F,MISDEMEANOR,21,3,33
25-44,25-44,M,F,FELONY,15,3,32
45-64,45-64,F,M,MISDEMEANOR,19,3,14
25-44,25-44,F,M,VIOLATION,13,3,19
45-64,45-64,M,M,FELONY,17,3,33
45-64,65+,F,F,FELONY,20,3,32
45-64,25-44,M,M,FELONY,15,3,32
25-44,45-64,M,M,MISDEMEANOR,14,3,28
25-44,25-44,F,F,VIOLATION,21,3,5
25-44,25-44,F,F,FELONY,9,12,9
25-44,25-44,M,F,FELONY,12,3,26
18-24,45-64,M,M,MISDEMEANOR,13,3,9
18-24,25-44,F,M,MISDEMEANOR,16,3,25
45-64,25-44,M,F,VIOLATION,13,3,30
25-44,25-44,M,M,MISDEMEANOR,16,3,13
25-44,25-44,F,F,MISDEMEANOR,11,3,23
18-24,45-64,F,M,VIOLATION,15,3,28
25-44,25-44,F,F,MISDEMEANOR,17,3,25
18-24,18-24,F,M,MISDEMEANOR,2,3,18
18-24,25-44,M,F,MISDEMEANOR,18,3,25
45-64,45-64,M,F,VIOLATION,20,3,13
18-24,45-64,F,F,MISDEMEANOR,20,3,13
45-64,45-64,F,F,MISDEMEANOR,1,3,1
25-44,25-44,M,M,FELONY,13,3,28
45-64,45-64,F,M,VIOLATION,19,3,17
45-64,45-64,M,F,FELONY,16,3,26
45-64,18-24,M,F,VIOLATION,15,3,25
25-44,25-44,M,F,MISDEMEANOR,19,3,20
18-24,18-24,M,F,VIOLATION,17,3,5
45-64,45-64,M,F,VIOLATION,13,3,1
25-44,45-64,M,F,MISDEMEANOR,12,3,26
25-44,25-44,M,F,MISDEMEANOR,20,3,23
25-44,25-44,M,F,FELONY,21,3,33
25-44,18-24,M,F,MISDEMEANOR,12,3,19
25-44,25-44,M,F,FELONY,16,3,10
18-24,25-44,M,M,FELONY,13,3,17
25-44,25-44,M,M,FELONY,16,3,24
25-44,18-24,M,F,FELONY,17,3,13
65+,25-44,M,F,FELONY,1,7,28
25-44,18-24,M,M,FELONY,15,3,6
45-64,25-44,F,M,VIOLATION,8,3,34
25-44,25-44,M,F,VIOLATION,15,3,1
25-44,45-64,M,M,MISDEMEANOR,14,3,13
<18,<18,M,F,MISDEMEANOR,1,7,25
25-44,45-64,M,M,VIOLATION,14,3,19
25-44,25-44,M,M,FELONY,14,3,9
25-44,25-44,F,M,MISDEMEANOR,17,3,17
25-44,25-44,M,F,VIOLATION,18,3,32
18-24,25-44,M,M,FELONY,21,3,32
25-44,25-44,M,F,FELONY,12,3,7
<18,<18,F,F,MISDEMEANOR,21,3,28
25-44,25-44,M,F,VIOLATION,17,3,28
45-64,18-24,M,F,VIOLATION,12,3,23
45-64,45-64,M,F,MISDEMEANOR,15,3,24
45-64,25-44,F,F,MISDEMEANOR,12,3,7
65+,25-44,M,M,FELONY,14,3,1
45-64,45-64,F,M,FELONY,20,3,14
25-44,25-44,M,F,FELONY,18,3,19
45-64,65+,M,F,VIOLATION,20,3,33
45-64,25-44,M,M,VIOLATION,17,3,24
25-44,25-44,M,F,MISDEMEANOR,21,3,25
25-44,45-64,M,M,MISDEMEANOR,14,3,18
25-44,18-24,M,F,FELONY,14,3,18
18-24,18-24,M,F,FELONY,17,3,33
18-24,25-44,F,F,VIOLATION,17,3,7
25-44,45-64,M,M,FELONY,15,3,13
25-44,18-24,M,F,VIOLATION,13,3,5
25-44,25-44,M,F,MISDEMEANOR,6,3,7
25-44,45-64,M,M,MISDEMEANOR,13,3,20
25-44,25-44,M,M,MISDEMEANOR,12,3,9
45-64,45-64,M,M,VIOLATION,20,3,33
45-64,45-64,F,M,VIOLATION,14,3,32
18-24,45-64,M,M,MISDEMEANOR,20,3,1
18-24,65+,M,M,FELONY,15,3,18
25-44,45-64,M,M,MISDEMEANOR,19,3,7
25-44,25-44,F,F,VIOLATION,16,3,26
25-44,18-24,M,M,MISDEMEANOR,19,3,13
25-44,25-44,M,F,MISDEMEANOR,20,3,18
25-44,18-24,M,M,MISDEMEANOR,16,3,26
65+,65+,M,F,VIOLATION,6,3,30
25-44,25-44,M,F,FELONY,18,3,24
18-24,25-44,M,F,VIOLATION,16,3,7
45-64,25-44,M,M,MISDEMEANOR,12,3,28
45-64,25-44,M,F,VIOLATION,18,3,9
45-64,45-64,M,F,VIOLATION,7,3,20
45-64,45-64,F,F,VIOLATION,14,3,33
25-44,45-64,M,M,FELONY,17,3,18
25-44,25-44,M,M,MISDEMEANOR,13,3,18
25-44,25-44,M,M,VIOLATION,14,2,23
25-44,25-44,M,F,VIOLATION,17,3,9
18-24,18-24,M,F,FELONY,15,3,30
45-64,45-64,M,F,MISDEMEANOR,18,3,24
25-44,25-44,M,M,FELONY,20,3,13
25-44,18-24,M,F,MISDEMEANOR,15,3,18
25-44,25-44,M,M,FELONY,16,3,34
45-64,25-44,M,M,VIOLATION,12,3,14
25-44,25-44,M,F,MISDEMEANOR,13,3,18
25-44,45-64,M,F,VIOLATION,17,3,23
25-44,45-64,M,M,VIOLATION,14,3,17
25-44,25-44,M,F,FELONY,4,3,10
<18,<18,F,F,VIOLATION,16,3,32
25-44,25-44,M,F,MISDEMEANOR,18,3,25
18-24,<18,M,F,MISDEMEANOR,4,3,5
25-44,45-64,M,F,MISDEMEANOR,20,3,14
25-44,25-44,F,M,MISDEMEANOR,12,3,1
25-44,25-44,F,M,FELONY,14,3,17
25-44,25-44,M,M,MISDEMEANOR,20,1,30
25-44,18-24,M,F,MISDEMEANOR,19,3,13
45-64,25-44,F,F,VIOLATION,16,3,9
25-44,25-44,M,F,VIOLATION,4,2,25
18-24,18-24,M,F,FELONY,12,3,19
25-44,45-64,M,M,VIOLATION,6,3,14
65+,25-44,M,F,VIOLATION,15,3,33
<18,25-44,M,F,MISDEMEANOR,15,3,7
25-44,25-44,F,F,FELONY,17,3,25
18-24,45-64,F,F,MISDEMEANOR,16,3,19
65+,65+,F,M,VIOLATION,15,3,20
18-24,18-24,M,F,MISDEMEANOR,18,3,7
25-44,45-64,M,M,MISDEMEANOR,20,3,24
25-44,25-44,M,M,FELONY,14,3,32
25-44,45-64,F,F,VIOLATION,12,3,10
25-44,25-44,M,F,VIOLATION,1,11,19
45-64,45-64,F,M,MISDEMEANOR,20,3,34
<18,45-64,M,M,MISDEMEANOR,13,3,32
25-44,25-44,M,F,FELONY,14,3,30
18-24,25-44,F,F,FELONY,19,3,24
25-44,25-44,M,F,FELONY,15,3,25
25-44,25-44,F,F,VIOLATION,19,3,23
45-64,25-44,F,F,VIOLATION,20,3,32
45-64,45-64,M,F,MISDEMEANOR,19,3,17
25-44,25-44,F,F,VIOLATION,17,3,34
25-44,18-24,F,F,VIOLATION,19,3,34
18-24,18-24,M,F,MISDEMEANOR,17,3,33
25-44,25-44,M,M,VIOLATION,12,3,10
45-64,25-44,M,M,VIOLATION,19,3,5
45-64,45-64,F,F,VIOLATION,12,3,33
65+,45-64,M,F,MISDEMEANOR,16,3,28
18-24,18-24,M,F,MISDEMEANOR,20,10,7
25-44,18-24,M,F,MISDEMEANOR,21,3,32
25-44,25-44,F,F,MISDEMEANOR,19,3,1
25-44,25-44,F,M,FELONY,4,3,18
45-64,45-64,M,F,MISDEMEANOR,13,3,9
18-24,45-64,M,F,VIOLATION,20,3,7
25-44,25-44,F,M,VIOLATION,3,3,17
25-44,65+,M,M,FELONY,20,3,7
25-44,25-44,F,F,VIOLATION,21,1,24
45-64,45-64,F,M,FELONY,12,3,17
25-44,18-24,M,M,MISDEMEANOR,13,3,32
65+,45-64,M,M,VIOLATION,21,3,25
25-44,25-44,M,F,MISDEMEANOR,14,3,25
<18,45-64,F,F,VIOLATION,18,3,9
45-64,45-64,F,M,VIOLATION,18,3,24
18-24,18-24,F,F,VIOLATION,19,3,25
18-24,18-24,M,F,FELONY,12,3,10
25-44,25-44,M,M,VIOLATION,18,3,7
25-44,25-44,M,F,VIOLATION,15,3,28
25-44,25-44,M,M,VIOLATION,18,3,1
25-44,65+,M,M,FELONY,17,3,17
45-64,65+,M,F,VIOLATION,14,3,30
25-44,25-44,M,M,MISDEMEANOR,17,3,32
45-64,25-44,M,M,MISDEMEANOR,13,3,9
18-24,25-44,F,M,MISDEMEANOR,12,3,25
25-44,25-44,M,M,MISDEMEANOR,15,3,25
45-64,18-24,M,F,FELONY,1,6,34
25-44,25-44,M,F,FELONY,19,3,19
25-44,18-24,M,F,MISDEMEANOR,12,3,28
25-44,65+,M,M,FELONY,13,3,9
25-44,25-44,M,M,MISDEMEANOR,14,3,1
25-44,18-24,M,M,FELONY,13,3,1
25-44,25-44,M,F,MISDEMEANOR,20,3,23
25-44,45-64,M,F,MISDEMEANOR,21,3,5
18-24,45-64,M,F,FELONY,19,3,10
25-44,45-64,M,M,FELONY,13,3,32
25-44,25-44,F,F,MISDEMEANOR,18,3,28
45-64,18-24,M,F,VIOLATION,12,3,18
25-44,25-44,M,F,VIOLATION,21,3,28
25-44,25-44,M,F,VIOLATION,20,3,23
25-44,45-64,M,F,VIOLATION,17,3,30
25-44,45-64,M,M,FELONY,21,3,18
65+,65+,M,M,MISDEMEANOR,12,3,6
25-44,25-44,M,F,MISDEMEANOR,13,3,32
25-44,25-44,M,M,MISDEMEANOR,12,3,18
25-44,18-24,M,F,MISDEMEANOR,16,3,9
65+,25-44,M,F,MISDEMEANOR,20,3,13
25-44,25-44,M,F,MISDEMEANOR,21,3,23
<18,25-44,M,M,FELONY,17,3,22
25-44,25-44,M,F,MISDEMEANOR,21,3,5
25-44,25-44,F,M,FELONY,13,3,32
25-44,25-44,M,M,MISDEMEANOR,13,3,18
45-64,25-44,M,F,MISDEMEANOR,17,3,1
25-44,18-24,M,F,VIOLATION,19,3,19
45-64,45-64,M,M,MISDEMEANOR,14,3,13
25-44,45-64,M,F,MISDEMEANOR,18,3,34
25-44,18-24,M,F,MISDEMEANOR,17,3,7
25-44,25-44,M,M,MISDEMEANOR,14,3,17
25-44,25-44,F,M,MISDEMEANOR,12,3,18
25-44,25-44,M,M,VIOLATION,20,3,20
25-44,18-24,M,M,VIOLATION,21,3,23
25-44,45-64,M,F,MISDEMEANOR,19,3,30
25-44,25-44,M,F,VIOLATION,16,3,7
45-64,45-64,M,F,MISDEMEANOR,17,3,30
25-44,25-44,F,M,MISDEMEANOR,14,3,32
45-64,65+,M,F,FELONY,26,2,13
25-44,18-24,F,M,VIOLATION,15,3,19
25-44,25-44,M,M,MISDEMEANOR,15,3,23
25-44,25-44,M,F,VIOLATION,16,3,14
25-44,25-44,M,F,MISDEMEANOR,4,3,18
18-24,65+,M,M,VIOLATION,14,3,1
25-44,25-44,M,F,FELONY,12,3,24
25-44,25-44,F,F,VIOLATION,18,3,32
45-64,45-64,M,F,MISDEMEANOR,12,3,32
25-44,45-64,F,F,MISDEMEANOR,21,3,24
45-64,25-44,F,F,VIOLATION,14,3,13
25-44,25-44,M,F,MISDEMEANOR,3,11,25
25-44,18-24,M,F,MISDEMEANOR,20,7,19
25-44,45-64,M,M,MISDEMEANOR,15,3,34
25-44,25-44,M,M,MISDEMEANOR,21,3,33
25-44,25-44,M,F,VIOLATION,12,3,28
25-44,25-44,F,F,MISDEMEANOR,13,3,18
25-44,25-44,M,F,FELONY,13,3,33
